degree,label,gene_list
3,0,SMC1B
47,0,SESN2
190,0,RAB22A
1502,0,KDELC2
1514,0,P4HB
322,0,PDE11A
258,0,TBC1D25
507,0,APAF1
410,0,TMEM39B
701,0,TOE1
238,0,BIN3
123,0,C7orf25
1022,0,KIAA1429
1339,0,ERP29
1115,0,WDR83
221,0,NNAT
532,0,PLAGL1
180,0,PINX1
932,0,LIMA1
1315,0,RNASET2
993,0,SDSL
929,0,TREX1
1237,0,LDOC1
258,0,MUC5B
1006,0,OXA1L
109,0,PIGA
165,0,FAU
242,0,NCBP1
1150,0,PTCRA
262,0,ZNF597
103,0,GSTM4
1062,0,IRF7
1369,0,GNA15
173,0,ITM2B
1590,0,SCRN1
622,0,ALG10
250,0,TCEB3
302,0,HIST1H1D
826,0,TMEM91
473,0,CCT8
528,0,MEIS2
4,0,TRIM63
208,0,ALX4
994,0,WIBG
484,0,WDR26
1016,0,ROR2
1203,0,PRRG2
154,0,PRKCA
643,0,PRDX6
693,0,HADH
46,0,FAM46A
882,0,PLEKHG6
843,0,MRPS10
884,0,PRR11
260,0,TBK1
524,0,GJB2
437,0,VRK1
1038,0,FAM98A
1145,0,ANKRD16
278,0,CCL3L3
5,0,CGA
1292,0,LRRC24
105,0,CCNY
121,0,F2RL3
187,0,ZCWPW1
1520,0,RASA2
190,0,FEM1C
482,0,AHRR
419,0,EGFL7
181,0,ABCD1
531,0,LRRC46
499,0,COL7A1
1028,0,MANEAL
290,0,ARMC10
140,0,HRK
1286,0,ARHGAP21
907,0,RCSD1
1821,0,ZNF607
2,0,OR4F15
72,0,SP7
688,0,RAD54L
1611,0,TNFRSF10A
443,0,ZFP64
448,0,GSK3A
538,0,PTPRF
1409,0,CCDC109B
1202,0,CENPK
919,0,USP1
1166,0,CAPG
1141,0,AOC3
1810,0,TNRC6C
954,0,INO80E
1988,0,ZDHHC17
19,0,TMPRSS11D
47,0,ANKRD7
542,0,CSTF2
794,0,MMRN1
220,0,RWDD3
256,0,HSPA1L
4,0,BAGE5
223,0,FBXO3
1074,0,KSR2
797,0,DHX34
5,0,RBMXL2
1628,0,P4HTM
1029,0,RCAN2
1219,0,PFN1
795,0,MITD1
101,0,DAB2IP
204,0,SNX12
664,0,PTPN1
523,0,PDIA2
704,0,DUS3L
29,0,MEPE
1459,0,NUDT10
6,0,SFTPA1
1482,0,RIC8B
327,0,IPPK
38,0,MYH2
210,0,TPT1
626,0,NOM1
856,0,KIR3DL2
123,0,TMEM106C
512,0,UBA6
637,0,TNFRSF4
592,0,OR51E2
139,0,GTF2IRD1
491,0,CCDC149
983,0,DOCK3
641,0,RAB27A
202,0,OR6V1
1662,0,HTATSF1
211,0,ZNF485
822,0,MYT1
526,0,COL20A1
555,0,GNAL
145,0,ALDH1A3
687,0,VBP1
1484,0,MKS1
843,0,NAV3
960,0,SRPX
1011,0,IGSF1
1224,0,CAMLG
394,0,CFB
1050,0,CHCHD1
361,0,IL1A
203,0,ASCC3
31,0,TEKT4
898,0,SCML2
1399,0,TMOD1
756,0,CFD
423,0,RUVBL2
616,0,SYTL5
844,0,ECH1
285,0,MPPED1
197,0,PDE7A
946,0,SYMPK
1594,0,NADSYN1
554,0,FUT7
630,0,GDE1
1532,0,DACT3
717,0,ZFPM1
471,0,FBXO17
1097,0,FBXO15
1062,0,HNRNPH1
998,0,HBS1L
626,0,APITD1
23,0,KRT10
133,0,LRRC4
22,0,LRP4
1534,0,CNTN1
1019,0,AP1S1
597,0,RHOC
428,0,SHCBP1
1098,0,HLA-C
1596,0,CD7
429,0,CDC34
388,0,CHST2
640,0,INO80
150,0,TPCN1
102,0,KREMEN1
631,0,MBD1
1126,0,KIF21B
1036,0,HAGHL
767,0,OS9
81,0,DNAJB12
782,0,PPP2R5A
40,0,IGFBP2
264,0,GNRH2
2000,0,FAM20B
726,0,SDPR
1127,0,PRKD1
185,0,GTPBP10
641,0,FAM73A
321,0,NR1D2
950,0,TRIO
28,0,MID1IP1
297,0,RHOD
1296,0,TAP2
202,0,F7
490,0,HSD17B10
69,0,SLC22A6
1038,0,FAN1
220,0,SLC17A2
570,0,WFIKKN1
980,0,ODF3B
341,0,RASGRF1
262,0,B4GALT2
1151,0,STX11
137,0,PRMT8
567,0,SGPP2
361,0,COQ10B
806,0,LILRB3
635,0,HELQ
197,0,RANBP10
2,0,OR4C12
1311,0,DYNC1I2
332,0,CPLX2
473,0,MCM2
376,0,LHFPL5
145,0,PTDSS1
1287,0,CYC1
249,0,TSEN2
498,0,BACH1
174,0,FTSJ1
184,0,ADORA2B
180,0,RABL3
256,0,CACNG3
295,0,TH
1565,0,MAGED4B
1438,0,KCTD13
167,0,MT1E
560,0,SCARF1
295,0,HIST1H2AG
187,0,RPS7
917,0,SECISBP2
1375,0,C9orf9
201,0,RABGEF1
1032,0,SPI1
273,0,TUBB8
143,0,NCKAP5
847,0,BARX2
499,0,FOXP2
2082,0,BPTF
355,0,LGALS13
565,0,RPTOR
743,0,SPDYA
670,0,CCDC50
439,0,KIF1C
19,0,LOR
499,0,MARCH4
1444,0,IL16
632,0,WDR3
295,0,TXNRD1
605,0,HGS
61,0,CLCA2
780,0,FUZ
821,0,COQ3
568,0,SCRN3
659,0,CYR61
812,0,OSCAR
400,0,WIZ
158,0,SRBD1
258,0,TRIM7
82,0,RPP38
385,0,TNKS1BP1
890,0,SELPLG
1350,0,PJA2
346,0,NEUROD4
49,0,HMX2
991,0,RARG
110,0,HDC
1471,0,DAPP1
1167,0,TBX19
374,0,C18orf25
6,0,OR4K13
721,0,CLDN3
866,0,IFITM1
600,0,AMZ2
156,0,ART4
195,0,FREM2
168,0,UNC5B
691,0,CNPY3
663,0,NOMO1
87,0,PAGE4
51,0,COMT
1143,0,CDKN2AIPNL
112,0,SLC1A4
35,0,ZNF277
4,0,OR1E2
51,0,BIRC7
926,0,CD101
49,0,KIRREL3
2,0,MLANA
528,0,LAMC2
1218,0,UBFD1
690,0,TRAIP
331,0,SYCP2
268,0,RBM41
379,0,BACE1
457,0,ARTN
353,0,SMC4
22,0,CLPS
375,0,PRKAB2
641,0,R3HCC1
280,0,CDH12
331,0,IDI1
121,0,ZNF613
1384,0,PYHIN1
601,0,SYVN1
604,0,MAPRE1
407,0,ACAP3
280,0,SUOX
1651,0,CPT1C
772,0,MLEC
224,0,PUS10
354,0,FBXO43
394,0,OXER1
1367,0,SGCD
990,0,ASTN2
220,0,DUSP16
593,0,GAPVD1
108,0,SLC5A6
124,0,GLIPR1L1
803,0,ACOT2
602,0,WDR61
2212,0,SPIN1
244,0,CTSL
310,0,HIPK1
818,0,USP22
970,0,ZNF576
551,0,CHMP1A
1032,0,RPS6KB2
642,0,ATE1
645,0,ZNF618
1082,0,EDC4
447,0,CACNA1I
366,0,OR1C1
710,0,LRRC29
1179,0,CASC1
858,0,NFU1
1936,0,ARL3
180,0,TRIM62
163,0,TAF5
447,0,CLGN
107,0,FGD6
505,0,NET1
814,0,POF1B
16,0,CPOX
383,0,KCNMB3
612,0,MAPK8
283,0,PSMD5
869,0,TAOK2
26,0,KNG1
457,0,SWI5
102,0,DDRGK1
758,0,ID4
286,0,KIAA0513
14,0,ARR3
616,0,C1orf94
187,0,MAGT1
1508,0,METTL3
1004,0,PSTPIP1
327,0,SMPD1
83,0,GYPB
1188,0,HSD17B8
1637,0,RUNX3
1184,0,DACT1
364,0,VIMP
611,0,GJA1
740,0,EDARADD
344,0,SLC7A9
1261,0,TMEM156
1026,0,TSC22D1
223,0,ASAH1
1148,0,NDUFA8
21,0,ESM1
72,0,KCTD3
867,0,TTBK1
234,0,UFM1
3,0,PWP2
1641,0,PJA1
263,0,POLH
205,0,MC2R
202,0,OLAH
518,0,DUSP6
441,0,PHLDA2
193,0,HOXD1
707,0,PLP1
106,0,PLEKHH3
1066,0,OASL
894,0,ZNF513
4,0,UGT2B4
393,0,DNAJC6
247,0,BRPF3
405,0,UBIAD1
134,0,ENO3
9,0,TDRD1
1095,0,IL32
876,0,CYCS
1099,0,ARHGEF4
12,0,CSN1S1
814,0,KLRD1
740,0,SPTLC1
245,0,UBC
466,0,CRK
713,0,ACTL6A
1136,0,ZNF267
662,0,CAPN13
531,0,SERINC3
105,0,STXBP6
460,0,SERPINB12
11,0,DDX43
721,0,CDK15
1130,0,RAB3IP
838,0,PICK1
732,0,SLC43A3
286,0,REXO2
299,0,OR52E4
530,0,SLC13A3
582,0,SNRNP40
1663,0,AKAP6
724,0,PTCD3
247,0,SIGLEC15
933,0,HADHA
657,0,SNRNP27
291,0,KCNH7
285,0,PRPF18
38,0,WDR87
12,0,GJA3
248,0,COX7A2L
910,0,SERPINB1
137,0,HOXB7
345,0,SIPA1L1
1192,0,TMEM130
1619,0,TRIM22
1581,0,STK17B
340,0,DCAF6
472,0,CTBP2
1759,0,THYN1
186,0,RASA4
554,0,EGLN2
17,0,GRK7
991,0,SHC4
43,0,MYH7
1142,0,NCF2
854,0,TNK1
1012,0,RASGRP2
627,0,EIF2B1
653,0,EFNB3
550,0,VPREB3
999,0,SH3D19
866,0,ANAPC1
1503,0,RNPEP
217,0,MYBBP1A
950,0,CD72
730,0,OLFML2A
387,0,NAGLU
317,0,CCR8
32,0,TNFAIP1
174,0,FOXE1
905,0,SNX20
277,0,ZNF511
176,0,GP5
78,0,NME2
84,0,CXCL13
7,0,CCL27
280,0,YBX3
584,0,DPEP3
772,0,NMNAT2
1068,0,DHRS1
803,0,MBOAT1
1552,0,SPICE1
21,0,PEX2
158,0,MCM8
389,0,RPN2
327,0,CYP2B6
73,0,CXCL14
246,0,PDE4B
958,0,FLVCR1
67,0,SSTR2
625,0,PLAU
864,0,CORO1A
665,0,MRPL4
30,0,FAM63A
670,0,CORO1B
1081,0,SERPINB8
276,0,STAU2
273,0,OR8K5
478,0,PCDH8
422,0,STX3
981,0,PPFIA3
884,0,TTC31
411,0,GALNT8
2,0,TAAR1
853,0,PHAX
1273,0,CDCA4
435,0,GLRA3
430,0,CRADD
650,0,HIRIP3
1265,0,MAPRE3
383,0,CUTA
343,0,LEPR
99,0,ARG1
658,0,LYVE1
1037,0,MRPL47
292,0,FNTB
838,0,MAEA
789,0,SKIV2L2
940,0,PGD
1177,0,CD4
661,0,ERP44
120,0,TUBA8
1139,0,CD24
303,0,FASTKD2
520,0,PKNOX1
118,0,RPRD1B
1210,0,MARVELD3
12,0,OR5P2
1051,0,PLAUR
346,0,ACAD9
214,0,RPP30
1251,0,SAMD10
1204,0,FRS2
39,0,GSE1
401,0,ITPKC
462,0,FRK
64,0,F9
1152,0,TOP2A
1161,0,OSBPL5
243,0,SYNJ2BP
1008,0,PTPRG
190,0,DDA1
1044,0,SUPT7L
944,0,ANGPT1
145,0,TMEM135
185,0,ATF6
501,0,CATSPER1
1145,0,RBPMS
182,0,GPAM
1392,0,PRKG1
519,0,BCKDK
307,0,TMEM151A
1323,0,MOB1A
11,0,NDST1
887,0,RASGRP4
227,0,ARCN1
22,0,HUS1
1614,0,MBNL1
1264,0,ARPC5
341,0,SMAP1
81,0,CAV3
410,0,HIST1H2AD
376,0,MAGEB1
1272,0,RWDD1
1161,0,PAK2
415,0,DCAF10
464,0,KPTN
450,0,SCOC
2,0,OR1B1
52,0,LGR6
185,0,CHD7
511,0,ZW10
102,0,ASPG
381,0,CTBP1
149,0,PAF1
56,0,MFN1
588,0,MAP1LC3B
37,0,UBE2W
292,0,PRDM4
1034,0,CFDP1
574,0,CLCN7
223,0,CEP76
398,0,UBD
396,0,CTSA
193,0,ZBTB6
310,0,CELSR3
850,0,DLAT
446,0,CDC25A
720,0,FAM135A
345,0,DNAJB11
98,0,ATF4
4,0,OLIG3
78,0,ERBB2IP
600,0,PCNA
190,0,ZBTB3
2,0,GSTM1
984,0,AP1S2
457,0,DYNC1LI2
160,0,RPS27L
697,0,KLHL32
142,0,SUB1
1059,0,MTX2
1555,0,FHL1
1233,0,CLK2
500,0,MCPH1
877,0,ESCO2
1006,0,SLC25A20
780,0,ZHX3
372,0,POLR3D
40,0,PPP1R11
285,0,MED25
1135,0,COX17
1166,0,CSTA
382,0,CRELD2
678,0,EOMES
653,0,IRAK1
410,0,THG1L
1792,0,C1orf123
302,0,CHAT
411,0,BMP8A
205,0,ITPKA
767,0,THBS1
7,0,OR5B2
806,0,CREB3
247,0,PRPF19
233,0,CHTF8
1740,0,KIDINS220
483,0,PDGFC
715,0,NHLRC3
267,0,PFKP
1044,0,NDUFS5
620,0,PLEKHB1
54,0,HIST1H2AK
23,0,LDHAL6B
699,0,CDC25B
1127,0,ANK2
1388,0,ANKRD22
175,0,MGLL
48,0,OR52N2
864,0,SMARCA1
177,0,TRAPPC4
808,0,PCOLCE
5,0,OR1J4
292,0,PANX3
574,0,METTL10
112,0,NFYA
1396,0,NFS1
1010,0,ICAM1
293,0,PRICKLE3
1561,0,CSPG4
2,0,TMOD4
322,0,STK17A
808,0,MED9
972,0,PRDM8
810,0,BCKDHA
109,0,ERF
442,0,MCM10
571,0,MOB2
216,0,SHROOM3
331,0,KLHDC3
27,0,ALPP
1459,0,LDOC1L
288,0,ANAPC16
346,0,SCG3
1189,0,ACAT1
1699,0,CYBA
32,0,MS4A15
232,0,AMPD3
1265,0,CXCR3
326,0,OPN3
348,0,G6PC3
1375,0,POLD4
1109,0,MAPK4
331,0,MPV17
2,0,IFNA4
416,0,MAD2L1
298,0,SLC25A1
830,0,CCL28
1050,0,DYX1C1
836,0,PPP6R3
155,0,AES
695,0,FAF1
267,0,OR5A1
402,0,BET1L
338,0,PSG3
1345,0,DDX39A
176,0,RFFL
664,0,FARSB
645,0,FAM195B
1219,0,SNTB2
227,0,PRB4
997,0,MS4A1
1744,0,CAPZA1
525,0,RFX2
286,0,DNMBP
107,0,CLTA
1291,0,NLRC5
156,0,CCNYL1
764,0,MED12L
705,0,PLA2G7
13,0,C1orf61
1286,0,EDEM2
255,0,R3HDM1
683,0,CRYBA2
632,0,DAZAP2
47,0,TYRP1
440,0,ENKUR
744,0,TEX2
1072,0,ZNF202
403,0,LYZL2
269,0,PLA2G10
727,0,HP1BP3
843,0,GALNS
343,0,PRDM13
1257,0,ACOT13
1095,0,CASP8AP2
441,0,ZSCAN16
1467,0,KLHL7
470,0,CHEK1
112,0,UBL4B
346,0,UNC50
38,0,FGF3
976,0,MEF2B
335,0,PTPMT1
166,0,CEBPD
682,0,HOOK2
52,0,OR10G3
443,0,IL17REL
422,0,RPS28
841,0,MAP4K2
1314,0,MRE11A
499,0,OXCT1
18,0,KLK5
210,0,INPPL1
697,0,CC2D1A
26,0,C10orf62
1505,0,PTK7
723,0,MOAP1
1096,0,BORA
160,0,GADD45B
359,0,GCLM
750,0,MTR
446,0,PRIM1
409,0,LTK
189,0,EEF1D
137,0,MAK
889,0,TECPR2
120,0,NTSR1
1420,0,AMICA1
235,0,PPM1A
1374,0,CORO7
389,0,KPNA2
1609,0,MMP14
965,0,MAP3K6
1186,0,PGM5
588,0,TRPC3
930,0,LIPH
768,0,WDR12
364,0,NOTCH4
947,0,COX16
801,0,CHST3
110,0,ATP1A4
251,0,VSTM2B
704,0,INPP5B
1213,0,HDAC10
332,0,NOP14
1324,0,TBXAS1
18,0,REP15
864,0,SHMT2
774,0,GMPPB
918,0,SPATA20
80,0,WBP2
1486,0,PTPN12
213,0,RPL31
885,0,NLGN3
808,0,GALNT14
2453,0,DNAJC18
1002,0,GGT1
1239,0,DTX2
39,0,TAF8
35,0,CYP4F8
914,0,SGIP1
676,0,NTPCR
39,0,UROC1
1169,0,GUSB
1680,0,ZNF454
1423,0,OAS1
7,0,OR4K15
835,0,ECSIT
216,0,RASL11B
497,0,BANP
20,0,HEXIM1
423,0,GBA
479,0,ACSS2
292,0,USP15
294,0,EVX2
789,0,MAOB
972,0,MRPS26
560,0,FCAR
390,0,LTBR
25,0,CCDC38
157,0,RCL1
111,0,NHLRC2
670,0,CYB5D1
1221,0,LARP6
856,0,MBD6
168,0,VKORC1
745,0,ECHDC2
31,0,DEFA5
692,0,CTHRC1
929,0,UHRF1
362,0,MCHR2
649,0,TNF
161,0,ZFPL1
253,0,WEE1
507,0,LY6G5C
153,0,BLCAP
1620,0,MTA3
240,0,ZDHHC14
123,0,JMJD8
237,0,CDH19
557,0,MRPL30
234,0,MPP3
550,0,ZNF143
1217,0,IPO7
917,0,CDC42BPA
982,0,PNMA3
1140,0,E4F1
371,0,IL17C
208,0,NPEPPS
39,0,FGG
1731,0,CACNA2D1
115,0,TBPL1
463,0,NUBP1
349,0,COPB1
1263,0,UCHL1
82,0,SRI
442,0,PCSK7
790,0,DCBLD2
1016,0,MAGIX
549,0,SNRPA
349,0,KDELR2
1549,0,SPEG
484,0,EID3
673,0,CD9
1486,0,CTAGE5
192,0,NOL7
605,0,FOXC1
227,0,CCL26
14,0,ITIH1
67,0,PPEF1
655,0,TTLL12
887,0,TRIM56
777,0,DNAJC9
290,0,PLA2G5
1083,0,CHDH
120,0,SLC12A2
125,0,TMEM88
768,0,KRT74
699,0,NGLY1
316,0,MIER2
848,0,TPD52
1259,0,MZF1
394,0,TRIM69
173,0,SLC40A1
307,0,MYBPC3
15,0,CRP
57,0,CA4
42,0,MSH3
692,0,CLCNKB
263,0,TMEM150A
1381,0,COG7
285,0,VSTM2L
734,0,UGP2
812,0,PRKAB1
629,0,INCENP
909,0,MTHFSD
1409,0,ITGAL
204,0,CAPNS1
701,0,ADAM15
481,0,PRB3
72,0,LBP
753,0,HNRNPA0
437,0,DISP2
520,0,LRAT
69,0,DSC3
727,0,SPTBN1
392,0,SNRPD1
160,0,ACKR2
172,0,PPA1
288,0,GRIA4
402,0,WNT5A
748,0,COQ5
440,0,CDKN2AIP
152,0,PLA2G2A
38,0,FLG
292,0,GOSR1
177,0,GATA6
178,0,ERAP1
307,0,CNGA1
281,0,UGT1A9
1312,0,RRAS
27,0,TKTL1
48,0,ASIP
365,0,DNM1
1050,0,PARP10
182,0,ABCC5
953,0,POC1A
422,0,DBP
229,0,RINT1
595,0,SQLE
707,0,PRUNE2
1448,0,SAFB2
632,0,NRIP2
754,0,TTYH2
201,0,HS6ST1
263,0,TAF1D
347,0,KBTBD7
118,0,CRYM
573,0,CXCL6
69,0,STARD4
438,0,CLEC9A
396,0,ACPT
1048,0,NPL
1062,0,PDZD7
1391,0,FTO
557,0,RSPH6A
382,0,ZZZ3
804,0,ILK
408,0,SNRPE
45,0,SH3RF1
745,0,KLK1
541,0,MIOX
628,0,SAAL1
2007,0,CRMP1
382,0,MMP20
877,0,EIF2B3
324,0,SKP2
936,0,CLEC4A
267,0,HSD17B7
98,0,NT5C1B
301,0,DDAH1
299,0,ZC3H3
1604,0,ZNF334
553,0,SLC9A7
202,0,OR2D3
1040,0,SPPL2A
163,0,HIVEP3
832,0,XBP1
43,0,PZP
1442,0,LRRC16B
544,0,ZC3HC1
180,0,SQSTM1
1874,0,PYCARD
695,0,RANBP3
3,0,TAC4
561,0,GBAS
139,0,MAP1LC3C
173,0,PEMT
278,0,DERA
709,0,FBL
133,0,SLC25A46
71,0,TNFRSF21
1886,0,CASP1
41,0,SUMO3
1070,0,S100P
250,0,RPL36
68,0,MAP6D1
898,0,SGTA
1698,0,SCNN1D
199,0,RNF32
808,0,KIF6
998,0,SEMA4C
2,0,PI4K2B
67,0,ATAD2
479,0,ZNF77
576,0,SAMM50
316,0,SLC45A4
1019,0,CYHR1
767,0,DHX9
999,0,SRSF1
119,0,AICDA
566,0,SMYD5
777,0,NBPF3
273,0,DNAJC3
923,0,C19orf57
366,0,UACA
686,0,SON
746,0,RBM23
894,0,NAP1L2
1232,0,LTB4R2
269,0,ZNF473
290,0,SV2C
3,0,OR52B6
55,0,OTC
41,0,PSG4
1403,0,NDUFA7
351,0,LNPEP
945,0,SLK
1907,0,SLC25A14
55,0,SERPINB6
1248,0,TMOD3
248,0,MYOT
1208,0,AP1B1
1884,0,PHF21B
418,0,NIT1
1462,0,ADCY3
464,0,TOR1AIP2
800,0,ILKAP
418,0,MTMR1
79,0,KCNG2
316,0,CHRNB1
451,0,MAN1C1
355,0,DPP4
2459,0,SPTBN4
130,0,VSNL1
61,0,DENR
34,0,HSD3B2
2,0,OR51B5
840,0,GPN3
308,0,IFNL2
1379,0,FRS3
450,0,TNS4
851,0,USP42
563,0,ANKRD55
424,0,CRABP2
731,0,CLECL1
1137,0,EPN1
113,0,SH3BP4
688,0,ZNF547
449,0,STK19
90,0,ZBTB22
365,0,SEZ6L
288,0,CCDC101
59,0,BCAS3
11,0,MPG
932,0,PDE6B
363,0,EEF1A1
603,0,TMF1
303,0,DR1
1069,0,SDCBP
917,0,KCTD17
832,0,ZNF624
261,0,FKBP14
423,0,CHST4
819,0,NFASC
128,0,PIAS4
893,0,IFT88
1057,0,EHF
438,0,SNTG2
11,0,ACER2
919,0,PRKCI
502,0,ELAC2
273,0,ANKRD34C
299,0,ITGA6
813,0,CARKD
32,0,SMPX
229,0,PHF23
983,0,HGFAC
1219,0,MRPS24
960,0,SULT1A1
289,0,SNX19
610,0,SYPL1
1475,0,GDAP1
1519,0,NEURL4
577,0,PTPRM
359,0,DMXL1
344,0,PITX3
47,0,P4HA2
1403,0,ATN1
147,0,XAF1
576,0,NEUROG2
160,0,CLEC5A
296,0,NEK10
28,0,SLN
1855,0,MORN1
417,0,TTYH3
408,0,MBD3L1
54,0,SLC8A3
236,0,IL6R
900,0,GBE1
263,0,SAMD11
711,0,TTLL5
362,0,PCDHAC1
1251,0,GET4
2035,0,PPP3CB
15,0,INSIG2
322,0,ULK4
213,0,KCNA4
419,0,SLC30A9
34,0,PPEF2
294,0,RANBP9
632,0,CDA
219,0,P2RY14
72,0,MRAP
405,0,TTC13
1328,0,TNFRSF1B
23,0,HTN1
713,0,NRN1
504,0,TAF7
42,0,OR10P1
206,0,ZNF205
139,0,PHOX2A
454,0,OR7C1
1379,0,LAX1
1216,0,CAMSAP3
549,0,NAA38
391,0,CTTN
1227,0,PCCB
157,0,STXBP5
186,0,MYO3A
1392,0,CYP2S1
400,0,GJA8
925,0,CARD6
1302,0,HN1
215,0,ACSM1
166,0,PTGDS
373,0,COMMD1
687,0,PLK3
612,0,LAGE3
585,0,RAB6A
899,0,C19orf25
271,0,UBAC1
1419,0,LRRC37A3
477,0,SPRED2
329,0,PPP2R3B
142,0,ATG101
167,0,PELO
70,0,DKK4
110,0,RPH3A
295,0,OR5AC2
1527,0,PPWD1
1226,0,TPM2
56,0,ACVR1C
702,0,NR6A1
187,0,ARF3
941,0,ATRNL1
538,0,RFNG
691,0,GPR15
234,0,GUCA1C
1158,0,JPH4
437,0,ARSI
1605,0,IFT27
358,0,ADRA2C
662,0,LNX2
400,0,NLRC4
933,0,CRHR1
1364,0,NDUFS3
1291,0,PHYH
388,0,NOL6
352,0,DNAJA4
421,0,SLC39A7
792,0,ARHGAP32
113,0,SACM1L
476,0,PARN
627,0,RLF
13,0,HYAL4
400,0,PITPNB
372,0,ADAR
460,0,SOX8
86,0,UBR2
871,0,APLP1
536,0,GP1BA
1035,0,PHF13
1062,0,IL23A
910,0,LILRA6
1147,0,FAM175A
2,0,OR6K6
32,0,PAEP
11,0,CCKAR
742,0,RAB5C
1302,0,PSMB9
984,0,PTPN9
434,0,TM4SF1
603,0,OAS3
1259,0,ABI3
1204,0,HEATR6
1157,0,CKAP5
396,0,DYNLRB1
737,0,MBTPS2
658,0,P2RY13
88,0,LYSMD3
936,0,SASH1
133,0,DKKL1
157,0,UBXN2B
136,0,CTPS1
1398,0,SNAPC5
398,0,PDHA2
913,0,CCDC114
412,0,SSH1
736,0,C11orf68
591,0,RIBC2
697,0,TMEM170A
182,0,NFE2
418,0,APP
432,0,MAPRE2
807,0,ERP27
338,0,PSMD3
820,0,LRRFIP1
574,0,SNAI3
143,0,C4BPB
777,0,TRANK1
133,0,CLEC4M
443,0,U2AF1L4
817,0,MUS81
339,0,DLG3
1807,0,CTDSPL2
63,0,BAG4
8,0,PRL
2040,0,EP400
640,0,DAPK3
246,0,CYP4X1
969,0,SMC3
285,0,NARF
1024,0,PRTFDC1
1051,0,ETFA
66,0,NEU4
17,0,RAB11FIP5
1240,0,ADNP
635,0,TRAF1
963,0,HLA-DRB1
596,0,TUT1
523,0,MCF2L2
748,0,STUB1
120,0,BFAR
33,0,HOXB13
732,0,PARD6G
750,0,ZC3H14
334,0,TMPRSS6
671,0,GSTA1
740,0,H2AFY
286,0,KLHL5
942,0,LAMB2
769,0,PHF14
1152,0,NDUFS8
201,0,HNRNPH2
733,0,CARD8
501,0,TCEB2
433,0,CX3CL1
983,0,PSMB10
575,0,RCN3
1244,0,TSPAN4
889,0,TGFB2
416,0,WDR37
768,0,TIMM22
4,0,SERPIND1
1002,0,METTL4
593,0,DHX58
467,0,CCL23
322,0,AGPAT5
38,0,CYP7A1
1175,0,MED21
567,0,SYN3
40,0,ACTA1
1250,0,ZNF738
930,0,TIAL1
297,0,PDLIM2
1020,0,SPRY1
3,0,OR6K2
410,0,DGCR6L
1438,0,SGSM3
151,0,CASK
614,0,TBRG4
1091,0,FAM136A
563,0,CECR2
675,0,FDPS
1309,0,NRXN2
711,0,SCN2B
375,0,THOC3
220,0,HOXB3
1136,0,ARID3B
542,0,CDCA7
353,0,NOP58
1293,0,ZNF343
860,0,STK38
17,0,SMYD1
40,0,SCGB1D2
785,0,ARHGAP23
23,0,CYP3A7
27,0,CCDC141
2,0,OR2AP1
583,0,THBS4
1146,0,CEACAM1
296,0,GOLGA3
455,0,EIF2AK2
1117,0,GPSM3
54,0,GRIN2C
318,0,DHX37
268,0,HIST1H3A
795,0,PDE1B
1566,0,DCAF16
2,0,CPSF4L
475,0,LIPT1
792,0,ARHGEF9
1217,0,CD109
436,0,CPSF2
1808,0,PKD1
248,0,LARP4
4,0,OR10AG1
731,0,NUPL2
1244,0,HSPB7
15,0,UNC13B
348,0,CD1B
285,0,TOPORS
397,0,FTH1
1501,0,TRO
422,0,LEO1
650,0,KDM3A
432,0,SOX18
823,0,SPATA5
87,0,MYH4
139,0,SDF4
909,0,ZNF107
152,0,CAMKV
551,0,PPP2R3C
324,0,BAG1
286,0,ELMO2
335,0,MPHOSPH10
215,0,LRP5
753,0,PDCD6
303,0,WDR62
413,0,NUTF2
533,0,CLDN5
433,0,RTCB
32,0,MED14
1261,0,EML3
1109,0,ZNF514
11,0,OR10K1
229,0,PANK3
205,0,SLC47A2
260,0,ZNF114
1328,0,CTSC
1210,0,AKAP17A
179,0,GUCY1A2
502,0,AK1
230,0,ZBED3
578,0,NPTN
2,0,IFNK
459,0,E2F6
1059,0,CDKL2
171,0,KCNK3
256,0,EPRS
589,0,EXOSC9
8,0,TRIM48
1144,0,ZFYVE27
1290,0,FGF17
59,0,NCAN
9,0,TNP1
718,0,HSF4
1634,0,SLAMF7
140,0,IGF1R
267,0,NUP35
184,0,ZMAT5
565,0,GPRC5A
64,0,POLE4
279,0,EFNA2
611,0,M6PR
310,0,FLOT2
262,0,IFNW1
538,0,CABP4
303,0,ARNTL2
242,0,TMEM92
2,0,OR4C46
79,0,B3GNT2
1204,0,ZFYVE9
108,0,GNG3
246,0,SLC27A6
42,0,MYLK3
100,0,ACE2
1683,0,TTC14
800,0,CNOT8
1247,0,AGBL2
335,0,ZBTB11
478,0,TGOLN2
1971,0,RRAGB
699,0,CLEC1B
1234,0,TTC17
557,0,LSM10
795,0,STK25
243,0,YIPF6
444,0,TIAM2
887,0,ACSL1
13,0,ARSG
412,0,KCNB1
324,0,RPS27
884,0,AP4B1
860,0,SNAPC3
438,0,APTX
1109,0,TYROBP
524,0,KATNB1
352,0,LCAT
1542,0,HSPB2
529,0,SLC25A32
554,0,TFIP11
886,0,KIF20B
1237,0,IGFBP6
1140,0,KIAA0226L
307,0,IL15RA
176,0,ARSK
124,0,GOLGA1
400,0,TEX28
