gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
NIFK,0.24234363767074046,0.00905823148813803,0.00014378145219266715,0.00014378145219266715,0.0
NOB1,0.27102803738317754,0.0498921639108555,0.0,0.0,0.0
NOL10,0.2863407620416966,0.0314881380301941,0.00014378145219266715,0.00014378145219266715,0.0
NOP58,0.29640546369518334,0.03199137311286844,0.0003594536304816679,0.0003594536304816679,0.0
PWP2,0.2231488138030194,0.005607476635514018,7.189072609633358e-05,7.189072609633358e-05,0.0
RRP12,0.2261682242990654,0.013731128684399713,0.00014378145219266715,0.00014378145219266715,0.0
TRO,0.28749101365923796,0.032782171099928106,0.0,0.0,0.0
TROAP,0.18490294751976996,0.004744787922358016,0.0,0.0,0.0
UTP15,0.1770668583752696,0.0034507548526240116,7.189072609633358e-05,7.189072609633358e-05,0.0
WDR3,0.2111430625449317,0.0051761322789360175,0.00014378145219266715,0.00014378145219266715,0.0
BZW1,0.2809489575844716,0.03680805176132279,0.0003594536304816679,0.0003594536304816679,0.0
BZW2,0.2843997124370956,0.03767074047447879,0.00021567217828900073,0.00021567217828900073,0.0
CMYA5,0.19777138749101367,0.005535585909417685,7.189072609633358e-05,7.189072609633358e-05,0.0
EDEM1,0.12286125089863408,0.002156721782890007,7.189072609633358e-05,7.189072609633358e-05,0.0
PREX1,0.292882818116463,0.04083393242271747,0.0011502516175413372,0.0010783608914450035,7.189072609633358e-05
C10orf10,0.16800862688713156,0.006829618979151689,0.00014378145219266715,0.00014378145219266715,0.0
C10orf12,0.15664989216391084,0.004241552839683681,0.0,0.0,0.0
C10orf2,0.16419841840402588,0.0066139468008626886,0.00021567217828900073,0.00021567217828900073,0.0
C10orf54,0.2265276779295471,0.0098490294751977,0.0,0.0,0.0
C10orf62,0.15636232925952553,0.00826743350107836,7.189072609633358e-05,7.189072609633358e-05,0.0
C10orf88,0.12918763479511142,0.0033069734004313443,7.189072609633358e-05,7.189072609633358e-05,0.0
SENP8,0.16772106398274622,0.006470165348670022,7.189072609633358e-05,7.189072609633358e-05,0.0
ZBTB48,0.2520488856937455,0.016031631919482387,0.0002875629043853343,0.00021567217828900073,7.189072609633358e-05
RRAGA,0.1321351545650611,0.002228612508986341,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
C11orf68,0.06182602444284687,0.0015815959741193387,7.189072609633358e-05,7.189072609633358e-05,0.0
ICK,0.3132997843278217,0.07929547088425593,0.0002875629043853343,0.0002875629043853343,0.0
IGSF10,0.2057512580877067,0.016462976276060387,0.00021567217828900073,0.00014378145219266715,7.189072609633358e-05
MAK,0.2578001437814522,0.021423436376707405,0.00043134435657800146,0.0003594536304816679,7.189072609633358e-05
MLKL,0.28468727534148097,0.030050323508267432,0.00021567217828900073,0.00021567217828900073,0.0
NEK7,0.29245147375988495,0.0396117900790798,0.0007907979870596693,0.0007189072609633358,7.189072609633358e-05
PDGFRL,0.30718907260963335,0.060100647016534864,0.0007189072609633358,0.0006470165348670022,7.189072609633358e-05
TRIB2,0.2899352983465133,0.0492451473759885,0.0003594536304816679,0.0002875629043853343,7.189072609633358e-05
