gene_hsapiens_stress_down,hsapiens_stress_down_Fraction_sp_less4,hsapiens_stress_down_Fraction_sp_less3,hsapiens_stress_down_Fraction_sp_less2,hsapiens_stress_down_Fraction_sp_1,hsapiens_stress_down_Fraction_sp_0
BCL2A1,0.08442642499403769,0.034581445265919386,0.005246839971380873,0.0051275936083949435,0.00011924636298592893
ITGAV,0.0,0.0,0.0,0.0,0.0
ITGAL,0.12508943477223944,0.04793703792034343,0.01788695444788934,0.01776770808490341,0.00011924636298592893
ITGAM,0.09992845218220844,0.0387550679704269,0.0098974481278321,0.009778201764846173,0.00011924636298592893
ITGAD,0.0,0.0,0.0,0.0,0.0
ITGAE,0.0,0.0,0.0,0.0,0.0
IGF2R,0.00023849272597185786,0.00011924636298592893,0.00011924636298592893,0.0,0.00011924636298592893
SLC36A4,0.0,0.0,0.0,0.0,0.0
CKS1B,0.0,0.0,0.0,0.0,0.0
SLC36A1,1.0,1.0,1.0,0.0,1.0
ARTN,0.0,0.0,0.0,0.0,0.0
ART1,0.002027188170760792,0.00023849272597185786,0.00011924636298592893,0.0,0.00011924636298592893
ART4,0.0,0.0,0.0,0.0,0.0
CADPS2,1.0,1.0,1.0,0.0,1.0
RLF,0.01991414261865013,0.0011924636298592892,0.00011924636298592893,0.00011924636298592893,0.0
