gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
UFD1L,0.290759270158917,0.09005297233666863,0.0012360211889346675,0.0012360211889346675,0.0
A4GALT,0.000529723366686286,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05,0.0
B3GALNT1,0.0025897586815773984,0.000529723366686286,0.00011771630370806356,5.885815185403178e-05,5.885815185403178e-05
AAAS,0.2736904061212478,0.048145968216598,0.0007062978222483814,0.0006474396703943496,5.885815185403178e-05
BANF1,0.2857563272513243,0.0644496762801648,0.001883460859329017,0.001883460859329017,0.0
CTCF,0.30435550323719834,0.2187168922895821,0.027957622130665098,0.027957622130665098,0.0
GEMIN4,0.28769864626250735,0.08522660388463803,0.00164802825191289,0.00164802825191289,0.0
GEMIN5,0.2596821659799882,0.024661565626839316,0.0009417304296645085,0.0008828722778104767,5.885815185403178e-05
NUP107,0.29858740435550324,0.13790464979399647,0.004708652148322542,0.004708652148322542,0.0
NUP133,0.2983519717480871,0.13466745144202472,0.005650382577987051,0.005591524426133019,5.885815185403178e-05
NUP153,0.2892289582107122,0.0812831077104179,0.002177751618599176,0.002177751618599176,0.0
NUP155,0.2798116539140671,0.04826368452030606,0.0015303119482048264,0.0014714537963507945,5.885815185403178e-05
NUP160,0.2874043555032372,0.07168922895821071,0.0027074749852854622,0.0027074749852854622,0.0
NUP205,0.28605061801059445,0.08163625662154209,0.0014125956444967628,0.0014125956444967628,0.0
NUP214,0.3007062978222484,0.1698057680988817,0.0037080635668040023,0.0037080635668040023,0.0
NUP35,0.2942319011183049,0.10618010594467334,0.002942907592701589,0.002942907592701589,0.0
NUP37,0.2861094761624485,0.07180694526191878,0.002472042377869335,0.002413184226015303,5.885815185403178e-05
NUP43,0.2864626250735727,0.0731606827545615,0.0025897586815773984,0.0025897586815773984,0.0
NUP50,0.2705709240729841,0.03990582695703355,0.00164802825191289,0.00164802825191289,0.0
NUP54,0.2770453207769276,0.04826368452030606,0.0012948793407886992,0.0012360211889346675,5.885815185403178e-05
NUP62,0.2882283696291936,0.08434373160682755,0.0022954679223072395,0.0022954679223072395,0.0
NUP85,0.2849323131253679,0.06686286050618011,0.0028251912889935256,0.002766333137139494,5.885815185403178e-05
NUP88,0.26138905238375515,0.02642731018246027,0.0011771630370806356,0.0011771630370806356,0.0
NUP93,0.2892289582107122,0.0859329017068864,0.001942319011183049,0.001883460859329017,5.885815185403178e-05
NXF1,0.27680988816951146,0.044791053560918184,0.0015303119482048264,0.0014714537963507945,5.885815185403178e-05
PAX5,0.29770453207769276,0.12030606238964096,0.003884638022366098,0.003884638022366098,0.0
RAE1,0.28711006474396705,0.08363743378457916,0.0028840494408475573,0.0028251912889935256,5.885815185403178e-05
RNPS1,0.2927015891701001,0.09552678045909359,0.004178928781636257,0.004120070629782225,5.885815185403178e-05
SLBP,0.264802825191289,0.040788699234844024,0.0007062978222483814,0.0007062978222483814,0.0
SNRPF,0.2807533843437316,0.05785756327251324,0.0025897586815773984,0.0025897586815773984,0.0
SNRPG,0.28452030606238965,0.06168334314302531,0.0025309005297233667,0.0025309005297233667,0.0
SRSF1,0.29022954679223073,0.08399058269570335,0.0031783402001177162,0.0031783402001177162,0.0
SRSF7,0.27139493819894056,0.03784579164214244,0.002236609770453208,0.002236609770453208,0.0
TPR,0.28840494408475575,0.07604473219540907,0.0015891701000588581,0.0015303119482048264,5.885815185403178e-05
AACS,0.15638610947616244,0.004120070629782225,0.00047086521483225425,0.0004120070629782225,5.885815185403178e-05
ACAT1,0.24343731606827546,0.01983519717480871,0.0013537374926427311,0.0013537374926427311,0.0
ACAT2,0.24879340788699233,0.022954679223072396,0.0013537374926427311,0.0013537374926427311,0.0
