gene_celegans_stress_up,celegans_stress_up_Fraction_sp_less4,celegans_stress_up_Fraction_sp_less3,celegans_stress_up_Fraction_sp_less2,celegans_stress_up_Fraction_sp_1,celegans_stress_up_Fraction_sp_0
H1FOO,0.24941531497548095,0.03025273481705017,0.004677480196152395,0.004677480196152395,0.0
PLEKHG6,0.3115050924179555,0.12063372312334968,0.006714447378347793,0.006639004149377593,7.544322897019993e-05
PLEKHG4,0.3081101471142965,0.13496793662768766,0.006035458317615994,0.006035458317615994,0.0
PLEKHG5,0.2909090909090909,0.053791022255752545,0.000980761976612599,0.0009053187476423991,7.544322897019993e-05
SIGLEC1,0.2740098076197661,0.04043757072802716,0.0024141833270463976,0.0024141833270463976,0.0
AIP,0.3123349679366277,0.13685401735194266,0.003923047906450396,0.003923047906450396,0.0
SERPINH1,0.3054696341003395,0.09634100339494531,0.004224820822331196,0.004224820822331196,0.0
RNF14,0.3119577517917767,0.13602414183327047,0.005658242172764994,0.005582798943794795,7.544322897019993e-05
RNF17,0.16280648811769144,0.013353451527725387,0.0033949453036589967,0.0033949453036589967,0.0
RNF10,0.2849490758204451,0.061410788381742736,0.0012070916635231988,0.0012070916635231988,0.0
RNF11,0.3118068653338363,0.13904187099207846,0.005054696341003395,0.004979253112033195,7.544322897019993e-05
RNF13,0.20580912863070538,0.014409656733308185,0.0003017729158807997,0.0003017729158807997,0.0
CAMK1,0.3097698981516409,0.11090154658619389,0.0024896265560165973,0.0024141833270463976,7.544322897019993e-05
CAMK4,0.3058468502451905,0.0911354205960015,0.003998491135420596,0.003998491135420596,0.0
HMGCLL1,0.3012448132780083,0.08796680497925312,0.002263296869105998,0.002263296869105998,0.0
FOXQ1,0.3084119200301773,0.0986797434930215,0.0063372312334967935,0.0063372312334967935,0.0
CAMKV,0.26925688419464355,0.04858543945680875,0.0024896265560165973,0.0024896265560165973,0.0
COL7A1,0.2985288570350811,0.07310448887212373,0.001886080724254998,0.001886080724254998,0.0
FAM183A,0.29913240286684273,0.07016220294228594,0.0017351942663145982,0.0017351942663145982,0.0
STK40,0.25469634100339494,0.03221425877027537,0.0008298755186721991,0.0008298755186721991,0.0
RIT2,0.2942285929837797,0.07461335345152773,0.0027159562429271973,0.0027159562429271973,0.0
RIT1,0.2989060731799321,0.07529234251225952,0.0015088645794039985,0.0015088645794039985,0.0
HRH4,0.0,0.0,0.0,0.0,0.0
HRH2,0.2718219539796303,0.04164466239155036,0.0006035458317615994,0.0006035458317615994,0.0
HRH3,0.2602036967182195,0.04368162957374576,0.0013579781214635986,0.0013579781214635986,0.0
HRH1,0.3136175028291211,0.14273858921161825,0.008374198415692192,0.008374198415692192,0.0
TPRN,0.31678611844586946,0.15737457563183704,0.00950584685024519,0.00950584685024519,0.0
GTF2IRD1,0.2833647680120709,0.04979253112033195,0.0009053187476423991,0.0009053187476423991,0.0
COL4A6,0.30320633723123347,0.1032817804602037,0.0036967182195397964,0.0036967182195397964,0.0
COL4A5,0.3094681252357601,0.11980384760467748,0.004677480196152395,0.004677480196152395,0.0
COL4A4,0.25763862693323275,0.03093172387778197,0.00022632968691059977,0.00022632968691059977,0.0
COL4A3,0.24481327800829875,0.023311957751791776,0.0003772161448509996,0.0003772161448509996,0.0
COL4A2,0.3150509241795549,0.14741606940777066,0.012070916635231988,0.012070916635231988,0.0
COL4A1,0.31459826480573366,0.13934364390795925,0.01018483591097699,0.01018483591097699,0.0
HLX,0.3089400226329687,0.11082610335722369,0.0036212749905695962,0.0036212749905695962,0.0
HLCS,0.2983025273481705,0.07061486231610713,0.0012825348924933987,0.0012070916635231988,7.544322897019993e-05
