gene_sscrofa_wound_up,sscrofa_wound_up_Fraction_sp_less4,sscrofa_wound_up_Fraction_sp_less3,sscrofa_wound_up_Fraction_sp_less2,sscrofa_wound_up_Fraction_sp_1,sscrofa_wound_up_Fraction_sp_0
PTPN14,0.36009053187476425,0.11746510750660129,0.0024896265560165973,0.0024896265560165973,0.0
LYAR,0.3404752923425123,0.06193889098453414,0.0005281026027913995,0.00045265937382119953,7.544322897019993e-05
TRAPPC6A,0.3510373443983402,0.0998868351565447,0.0012070916635231988,0.0012070916635231988,0.0
MZB1,0.3583553376084496,0.13398717465107507,0.01086382497170879,0.01086382497170879,0.0
TRAPPC6B,0.25846850245190495,0.02218030931723878,0.0003017729158807997,0.00022632968691059977,7.544322897019993e-05
CDK3,0.36152395322519804,0.14726518294983026,0.006488117691437194,0.006488117691437194,0.0
HLA-DQB1,0.26654092795171636,0.035910976989815165,0.0009053187476423991,0.0008298755186721991,7.544322897019993e-05
MSMB,0.27604677480196155,0.034628442097321764,0.0007544322897019992,0.0006789890607317993,7.544322897019993e-05
HLA-DQB2,0.32953602414183325,0.07438702376461713,0.0015088645794039985,0.0014334213504337986,7.544322897019993e-05
CDK7,0.34605809128630705,0.0972463221425877,0.0024896265560165973,0.0024141833270463976,7.544322897019993e-05
FOXS1,0.34470011316484345,0.09098453413806111,0.0027159562429271973,0.002640513013956997,7.544322897019993e-05
CAMKK2,0.3096190116937005,0.05175405507355715,0.0003772161448509996,0.0003772161448509996,0.0
