gene_mmusculus_stress_up,mmusculus_stress_up_Fraction_sp_less4,mmusculus_stress_up_Fraction_sp_less3,mmusculus_stress_up_Fraction_sp_less2,mmusculus_stress_up_Fraction_sp_1,mmusculus_stress_up_Fraction_sp_0
CAPZB,0.30188004860962186,0.30188004860962186,0.02709271570519694,0.027021230967188507,7.14847380084352e-05
PKP4,0.30188004860962186,0.30152262491957965,0.016298520265923225,0.01622703552791479,7.14847380084352e-05
PSAT1,0.30188004860962186,0.3018085638716134,0.028522410465365643,0.028450925727357208,7.14847380084352e-05
POTEI,0.30188004860962186,0.301737079133605,0.033740796339981415,0.033740796339981415,0.0
MAPK13,0.30188004860962186,0.30188004860962186,0.05075416398598899,0.05075416398598899,0.0
FLT1,0.30188004860962186,0.3018085638716134,0.04131817856887555,0.04124669383086711,7.14847380084352e-05
CLTA,0.30188004860962186,0.30152262491957965,0.01744227607405819,0.01744227607405819,0.0
STXBP5,0.30188004860962186,0.3014511401815712,0.013796554435627993,0.013796554435627993,0.0
RAB11FIP3,0.30188004860962186,0.30052183858746156,0.011937951247408679,0.011937951247408679,0.0
NET1,0.30188004860962186,0.3014511401815712,0.016155550789906353,0.016155550789906353,0.0
UBE2T,0.30188004860962186,0.3018085638716134,0.04882407605976124,0.0487525913217528,7.14847380084352e-05
RASA1,0.30188004860962186,0.3018085638716134,0.02709271570519694,0.027021230967188507,7.14847380084352e-05
VAMP3,0.30188004860962186,0.30166559439559654,0.02308957037672457,0.023018085638716133,7.14847380084352e-05
RAB6B,0.30188004860962186,0.3018085638716134,0.018371577668167847,0.018371577668167847,0.0
ACAP2,0.30188004860962186,0.3013081707055544,0.015297733933805133,0.015297733933805133,0.0
PELO,0.30188004860962186,0.3010222317535206,0.011151619129315891,0.011080134391307455,7.14847380084352e-05
TNNC1,0.30188004860962186,0.30152262491957965,0.02008721138037029,0.020015726642361856,7.14847380084352e-05
EPN1,0.30188004860962186,0.301737079133605,0.018228608192150976,0.018228608192150976,0.0
YWHAG,0.30188004860962186,0.30188004860962186,0.06033311887911931,0.060261634141110874,7.14847380084352e-05
FCHSD1,0.30188004860962186,0.29980699120737725,0.008792622775037529,0.008792622775037529,0.0
KIF3C,0.30188004860962186,0.30188004860962186,0.025091143040960755,0.025091143040960755,0.0
EPHA7,0.30188004860962186,0.3018085638716134,0.03531346057616699,0.03524197583815855,7.14847380084352e-05
TBC1D10B,0.30188004860962186,0.2977339338051326,0.007720351704911001,0.007720351704911001,0.0
MOGS,0.30188004860962186,0.3013796554435628,0.013510615483594253,0.013510615483594253,0.0
UBE2Z,0.30188004860962186,0.30188004860962186,0.033168918435913936,0.0330974336979055,7.14847380084352e-05
PIK3CB,0.30188004860962186,0.301737079133605,0.044677961255272,0.044606476517263564,7.14847380084352e-05
ATP6V0A2,0.30188004860962186,0.3013081707055544,0.01565515762384731,0.01565515762384731,0.0
SCFD1,0.30188004860962186,0.30152262491957965,0.014654371291729217,0.01458288655372078,7.14847380084352e-05
JUP,0.30188004860962186,0.301737079133605,0.03359782686396454,0.03359782686396454,0.0
APPL2,0.30188004860962186,0.30080777753949534,0.011366073343341197,0.01129458860533276,7.14847380084352e-05
THADA,0.30188004860962186,0.301737079133605,0.01429694760168704,0.01429694760168704,0.0
SEC31B,0.30188004860962186,0.3013796554435628,0.013367646007577382,0.013367646007577382,0.0
RADIL,0.30188004860962186,0.301737079133605,0.01980127242833655,0.01980127242833655,0.0
AGPS,0.30188004860962186,0.3011652012295375,0.011080134391307455,0.011008649653299021,7.14847380084352e-05
TGFBR2,0.30188004860962186,0.30188004860962186,0.06126242047322897,0.06119093573522053,7.14847380084352e-05
IQSEC2,0.30188004860962186,0.30166559439559654,0.013439130745585818,0.013439130745585818,0.0
FAU,0.30188004860962186,0.30188004860962186,0.056329973550646936,0.0562584888126385,7.14847380084352e-05
DYNC1LI1,0.30188004860962186,0.30166559439559654,0.01701336764600758,0.01701336764600758,0.0
FAS,0.30188004860962186,0.30188004860962186,0.034956036886124815,0.03488455214811638,7.14847380084352e-05
CDC6,0.30188004860962186,0.30188004860962186,0.059046393594967474,0.05897490885695904,7.14847380084352e-05
ATP5B,0.30188004860962186,0.30188004860962186,0.046536564443491316,0.046536564443491316,0.0
EPHA10,0.30188004860962186,0.3018085638716134,0.02280363142469083,0.02280363142469083,0.0
KIFAP3,0.30188004860962186,0.30166559439559654,0.01608406605189792,0.016012581313889485,7.14847380084352e-05
DAB2IP,0.30188004860962186,0.3018085638716134,0.02258917721066552,0.02258917721066552,0.0
AMHR2,0.30188004860962186,0.3018085638716134,0.02158839087854743,0.02158839087854743,0.0
PIK3CA,0.30188004860962186,0.30188004860962186,0.06826792479805562,0.06826792479805562,0.0
PPP3CB,0.30188004860962186,0.30188004860962186,0.05447137036242762,0.054399885624419185,7.14847380084352e-05
ZYX,0.30188004860962186,0.30188004860962186,0.0294517120594753,0.029380227321466865,7.14847380084352e-05
SEC14L5,0.30188004860962186,0.2997355064693688,0.0072199585388519555,0.0072199585388519555,0.0
EPHA8,0.30188004860962186,0.30188004860962186,0.02516262777896919,0.02516262777896919,0.0
